,cidade,estado,formato,data,hora,dia_semana,dia,mes
382,Spokane,WA,Oval,7/27/17,23:20,Quinta-Feira,27,7
383,Spokane,WA,Oval,7/27/17,23:00,Quinta-Feira,27,7
384,Clinton,IA,Circle,7/27/17,22:43,Quinta-Feira,27,7
385,Orange County,VT,Light,7/27/17,22:30,Quinta-Feira,27,7
386,Lincoln,NE,Light,7/27/17,22:20,Quinta-Feira,27,7
387,Bentonville,AR,Light,7/27/17,21:45,Quinta-Feira,27,7
388,Rogers,AR,Triangle,7/27/17,21:35,Quinta-Feira,27,7
389,San Bernardino,CA,Changing,7/27/17,21:30,Quinta-Feira,27,7
390,Warwick,RI,Disk,7/27/17,20:55,Quinta-Feira,27,7
391,Buckeye,AZ,Other,7/27/17,20:38,Quinta-Feira,27,7
392,Covina,CA,Circle,7/27/17,19:00,Quinta-Feira,27,7
393,Anchorage,AK,Diamond,7/27/17,05:55,Quinta-Feira,27,7
394,Monroeville,PA,Triangle,7/27/17,03:30,Quinta-Feira,27,7
395,Ramsey,MN,Light,7/27/17,03:00,Quinta-Feira,27,7
396,Sahuarita,AZ,Light,7/27/17,02:00,Quinta-Feira,27,7
397,Henderson,NV,Circle,7/27/17,01:00,Quinta-Feira,27,7
398,Dingmans Ferry,PA,Light,7/26/17,23:00,Quarta-feira,26,7
399,Coudersport,PA,Sphere,7/26/17,22:15,Quarta-feira,26,7
400,Durham,NH,Other,7/26/17,22:00,Quarta-feira,26,7
401,Weaverville,NC,Light,7/26/17,22:00,Quarta-feira,26,7
402,Colchester,VT,Light,7/26/17,22:00,Quarta-feira,26,7
403,Buffalo,WY,Circle,7/26/17,21:50,Quarta-feira,26,7
404,South Kingstown,RI,Light,7/26/17,21:35,Quarta-feira,26,7
405,Wilsonville,OR,Oval,7/26/17,21:30,Quarta-feira,26,7
406,Las Cruces,NM,Fireball,7/26/17,21:30,Quarta-feira,26,7
407,Kittery,ME,Other,7/26/17,20:30,Quarta-feira,26,7
408,Green Valley Lake,CA,Changing,7/26/17,12:16,Quarta-feira,26,7
409,Phoenix,AZ,Fireball,7/26/17,04:20,Quarta-feira,26,7
410,Beaufort,SC,Diamond,7/26/17,03:45,Quarta-feira,26,7
411,Winterset,OH,Light,7/26/17,02:00,Quarta-feira,26,7
412,Pleasanton,TX,Flash,7/26/17,01:00,Quarta-feira,26,7
413,Texarkana,AR,Light,7/26/17,00:45,Quarta-feira,26,7
414,Bellingham,WA,Circle,7/26/17,00:05,Quarta-feira,26,7
415,Williamston,SC,Circle,7/25/17,22:35,Terça-feira,25,7
416,Tacoma,WA,Other,7/25/17,22:04,Terça-feira,25,7
417,Westfield,NY,Light,7/25/17,22:00,Terça-feira,25,7
418,North Muskegon,MI,Light,7/25/17,22:00,Terça-feira,25,7
419,Rock Springs,NM,Triangle,7/25/17,20:30,Terça-feira,25,7
420,Glen Allen,VA,Light,7/25/17,20:00,Terça-feira,25,7
421,Glen Allen,VA,Light,7/25/17,20:00,Terça-feira,25,7
422,Columbus,OH,Cylinder,7/25/17,08:45,Terça-feira,25,7
423,New York City (Manhattan),NY,Fireball,7/25/17,05:15,Terça-feira,25,7
424,Sioux Falls,SD,Sphere,7/25/17,04:47,Terça-feira,25,7
425,Ladson,SC,Triangle,7/25/17,04:00,Terça-feira,25,7
426,Lincoln City,OR,Oval,7/25/17,03:45,Terça-feira,25,7
427,Moscow Mills,MO,Light,7/25/17,02:00,Terça-feira,25,7
428,Nixa,MO,Light,7/24/17,23:50,Segunda-feira,24,7
429,Rochester Hills,MI,Triangle,7/24/17,23:00,Segunda-feira,24,7
430,Sarasota,FL,Circle,7/24/17,22:00,Segunda-feira,24,7
431,Cornelius,NC,Light,7/24/17,21:09,Segunda-feira,24,7
432,Assateague Island,MD,Fireball,7/24/17,20:33,Segunda-feira,24,7
433,North Bend,WA,Oval,7/24/17,19:15,Segunda-feira,24,7
434,Oshkosh,WI,Sphere,7/24/17,18:45,Segunda-feira,24,7
435,Holiday,FL,Oval,7/24/17,05:18,Segunda-feira,24,7
436,Holiday,FL,Oval,7/24/17,05:18,Segunda-feira,24,7
437,Littleton,CO,Circle,7/24/17,03:50,Segunda-feira,24,7
438,Epsom,NC,Circle,7/24/17,03:00,Segunda-feira,24,7
439,Newark,DE,Cylinder,7/24/17,03:00,Segunda-feira,24,7
440,San Diego,CA,Flash,7/24/17,02:18,Segunda-feira,24,7
441,Custer,SD,Oval,7/24/17,00:00,Segunda-feira,24,7
442,Van Nuys,CA,Other,7/23/17,22:54,Domingo,23,7
443,Highlands Ranch,CO,Light,7/23/17,22:05,Domingo,23,7
444,Graham,WA,Light,7/23/17,21:58,Domingo,23,7
445,Geneva,IL,Fireball,7/23/17,21:05,Domingo,23,7
446,Columbia,MO,Light,7/23/17,21:00,Domingo,23,7
447,Tulsa,OK,Sphere,7/23/17,20:05,Domingo,23,7
448,Trigg County (Lake Barkley),KY,Disk,7/23/17,14:00,Domingo,23,7
449,Colorado Springs,CO,Light,7/23/17,03:10,Domingo,23,7
450,Twin Falls,ID,Circle,7/23/17,01:30,Domingo,23,7
451,Springdale,WA,Changing,7/23/17,00:45,Domingo,23,7
452,Rushford,MN,Circle,7/23/17,00:20,Domingo,23,7
453,Everett,WA,Light,7/22/17,23:00,Sábado,22,7
454,Saint George,UT,Diamond,7/22/17,23:00,Sábado,22,7
455,Hutchinson,MN,Sphere,7/22/17,22:45,Sábado,22,7
456,Jefferson City,MO,Other,7/22/17,21:55,Sábado,22,7
457,Loveland,OH,Circle,7/22/17,21:50,Sábado,22,7
458,Owasso,OK,Light,7/22/17,21:47,Sábado,22,7
459,Plymouth,MA,Light,7/22/17,21:00,Sábado,22,7
460,La Habra,CA,Diamond,7/22/17,20:50,Sábado,22,7
461,Grand Junction,CO,Disk,7/22/17,19:00,Sábado,22,7
462,Seattle,WA,Formation,7/22/17,03:45,Sábado,22,7
463,Rosamond,CA,Sphere,7/22/17,01:08,Sábado,22,7
464,West Chester,OH,Changing,7/21/17,22:32,Sexta-feira,21,7
465,Pelham,NH,Triangle,7/21/17,22:15,Sexta-feira,21,7
466,Deltona,FL,Other,7/21/17,22:00,Sexta-feira,21,7
467,Buzzards Bay,MA,Fireball,7/21/17,20:15,Sexta-feira,21,7
468,Severna Park,MD,Oval,7/21/17,12:30,Sexta-feira,21,7
469,Chesterfield,MO,Cigar,7/21/17,04:20,Sexta-feira,21,7
470,Manning,SC,Circle,7/20/17,23:30,Quinta-Feira,20,7
471,Columbus,OH,Circle,7/20/17,23:25,Quinta-Feira,20,7
472,San Gabriel,CA,Circle,7/20/17,23:00,Quinta-Feira,20,7
473,Deepwater,MO,Light,7/20/17,22:32,Quinta-Feira,20,7
474,Birmingham (outside Hueytown),AL,Formation,7/20/17,21:48,Quinta-Feira,20,7
475,Santa rosa,CA,Fireball,7/20/17,21:45,Quinta-Feira,20,7
476,Reno,NV,Changing,7/20/17,21:30,Quinta-Feira,20,7
477,North Myrtle Beach,SC,Sphere,7/20/17,21:00,Quinta-Feira,20,7
478,New Oxford,PA,Fireball,7/20/17,20:52,Quinta-Feira,20,7
479,Takhlakh Lake,WA,Circle,7/20/17,20:15,Quinta-Feira,20,7
480,Naperville,IL,Formation,7/20/17,18:30,Quinta-Feira,20,7
481,Gretna,NE,Light,7/20/17,13:18,Quinta-Feira,20,7
482,Waynesboro,VA,Cylinder,7/20/17,06:00,Quinta-Feira,20,7
483,Cumberland,RI,Flash,7/20/17,04:35,Quinta-Feira,20,7
484,Asheboro,NC,Disk,7/20/17,03:46,Quinta-Feira,20,7
485,Boise,ID,Cigar,7/20/17,03:30,Quinta-Feira,20,7
486,Everett,PA,Other,7/20/17,02:15,Quinta-Feira,20,7
487,San Diego,CA,Light,7/20/17,02:00,Quinta-Feira,20,7
488,Delray Beach,FL,Circle,7/20/17,00:40,Quinta-Feira,20,7
489,Buffalo,NY,Light,7/20/17,00:30,Quinta-Feira,20,7
490,Lynnwood,WA,Changing,7/19/17,20:09,Quarta-feira,19,7
491,Fort Lauderdale,FL,Formation,7/19/17,19:30,Quarta-feira,19,7
492,Arlington,IN,Oval,7/19/17,19:00,Quarta-feira,19,7
493,Auburn Hills,MI,Cigar,7/19/17,13:00,Quarta-feira,19,7
494,Glassboro,NJ,Disk,7/19/17,12:32,Quarta-feira,19,7
495,Washington,NC,Circle,7/19/17,07:30,Quarta-feira,19,7
496,Wesley Chapel,FL,Light,7/19/17,00:00,Quarta-feira,19,7
497,Sioux Falls,SD,Flash,7/18/17,23:45,Terça-feira,18,7
498,Fair Haven,NJ,Other,7/18/17,23:30,Terça-feira,18,7
499,Roy,WA,Light,7/18/17,22:30,Terça-feira,18,7
500,Tualatin,OR,Sphere,7/18/17,21:40,Terça-feira,18,7
501,Nacogdoches,TX,Sphere,7/18/17,21:25,Terça-feira,18,7
502,Alhambra,CA,Circle,7/18/17,20:30,Terça-feira,18,7
503,Grand Saline,TX,Oval,7/18/17,18:38,Terça-feira,18,7
504,Saratoga Springs,UT,Light,7/18/17,18:00,Terça-feira,18,7
505,Revere,MA,Cigar,7/18/17,16:00,Terça-feira,18,7
506,Hanover Park,IL,Sphere,7/18/17,13:00,Terça-feira,18,7
507,Jefferson City,MO,Cylinder,7/18/17,07:00,Terça-feira,18,7
508,Granada Hills,CA,Oval,7/18/17,05:10,Terça-feira,18,7
509,Manchester,CT,Light,7/18/17,05:00,Terça-feira,18,7
510,Orlando,FL,Light,7/18/17,01:05,Terça-feira,18,7
511,Copake,NY,Triangle,7/17/17,23:10,Segunda-feira,17,7
512,Cadillac,MI,Light,7/17/17,23:00,Segunda-feira,17,7
513,Nazareth,PA,Light,7/17/17,23:00,Segunda-feira,17,7
514,Lakeville,MN,Circle,7/17/17,22:10,Segunda-feira,17,7
515,Fulton,NY,Triangle,7/17/17,21:45,Segunda-feira,17,7
516,Palmdale,CA,Formation,7/17/17,21:40,Segunda-feira,17,7
517,Cody,WY,Cylinder,7/17/17,21:00,Segunda-feira,17,7
518,Plainville,CT,Disk,7/17/17,20:20,Segunda-feira,17,7
519,Kirbyville,MO,Cylinder,7/17/17,20:10,Segunda-feira,17,7
520,on mass pike between boston and worcester,MA,Changing,7/17/17,20:00,Segunda-feira,17,7
521,Eugene,OR,Other,7/17/17,19:00,Segunda-feira,17,7
522,Canal Winchester,OH,Circle,7/17/17,01:30,Segunda-feira,17,7
523,Spokane,WA,Circle,7/17/17,00:30,Segunda-feira,17,7
524,Selden,NY,Triangle,7/16/17,23:45,Domingo,16,7
525,Gallipolis,OH,Light,7/16/17,23:30,Domingo,16,7
526,Pulaski,MO,Triangle,7/16/17,23:30,Domingo,16,7
527,Roanoke,VA,Light,7/16/17,23:21,Domingo,16,7
528,Walnut,IL,Other,7/16/17,23:00,Domingo,16,7
529,Chandler,AZ,Sphere,7/16/17,23:00,Domingo,16,7
530,Eureka,UT,Light,7/16/17,23:00,Domingo,16,7
531,Milwaukee,WI,Light,7/16/17,21:45,Domingo,16,7
532,Portland,OR,Circle,7/16/17,21:40,Domingo,16,7
533,Woburn,MA,Light,7/16/17,21:30,Domingo,16,7
534,Roanoke,VA,Circle,7/16/17,21:00,Domingo,16,7
535,Methuen,MA,Cigar,7/16/17,20:07,Domingo,16,7
536,Greenbrier,TN,Oval,7/16/17,19:55,Domingo,16,7
537,Alpharetta,GA,Sphere,7/16/17,19:00,Domingo,16,7
538,Grand Junction,CO,Disk,7/16/17,15:00,Domingo,16,7
539,Parlin,NJ,Circle,7/16/17,14:00,Domingo,16,7
540,Medford,MA,Sphere,7/16/17,12:00,Domingo,16,7
541,New York City (Manhattan),NY,Cylinder,7/16/17,10:20,Domingo,16,7
542,New York City (Manhattan),NY,Cigar,7/16/17,10:20,Domingo,16,7
543,Independence,MO,Light,7/16/17,03:30,Domingo,16,7
544,Independence,KS,Light,7/16/17,03:00,Domingo,16,7
545,Hyannis,MA,Light,7/16/17,,Domingo,16,7
546,Lyons,CO,Formation,7/15/17,23:15,Sábado,15,7
547,Clinton Township,MI,Rectangle,7/15/17,23:00,Sábado,15,7
548,North Canton,OH,Formation,7/15/17,22:56,Sábado,15,7
549,Temecula,CA,Sphere,7/15/17,22:35,Sábado,15,7
550,Myrtle Beach,SC,Changing,7/15/17,22:30,Sábado,15,7
551,Brainerd,MN,Light,7/15/17,22:15,Sábado,15,7
552,Martinez,CA,Sphere,7/15/17,22:00,Sábado,15,7
553,Greensburg,PA,Sphere,7/15/17,21:40,Sábado,15,7
554,Post Falls,ID,Triangle,7/15/17,21:00,Sábado,15,7
555,Monterey,CA,Cylinder,7/15/17,20:18,Sábado,15,7
556,Lapine,OR,Changing,7/15/17,14:00,Sábado,15,7
557,Shelby,NC,Other,7/15/17,14:00,Sábado,15,7
558,Wilsall,MT,Fireball,7/15/17,03:50,Sábado,15,7
559,Vero Beach,FL,Fireball,7/15/17,01:45,Sábado,15,7
560,Jacksonville,FL,Cigar,7/14/17,22:30,Sexta-feira,14,7
561,Erie,PA,Light,7/14/17,22:00,Sexta-feira,14,7
562,Alexandria,VA,Light,7/14/17,21:40,Sexta-feira,14,7
563,Midland,MI,Rectangle,7/14/17,20:39,Sexta-feira,14,7
564,Honor,MI,Sphere,7/14/17,20:00,Sexta-feira,14,7
565,Chandler,AZ,Other,7/14/17,04:00,Sexta-feira,14,7
566,Pinon Hills,CA,Other,7/14/17,01:30,Sexta-feira,14,7
567,Wappingers Falls,NY,Triangle,7/13/17,23:00,Quinta-Feira,13,7
568,Lebanon,OR,Sphere,7/13/17,22:44,Quinta-Feira,13,7
569,Oak Ridge,TN,Light,7/13/17,22:02,Quinta-Feira,13,7
570,Charlotte,NC,Formation,7/13/17,21:30,Quinta-Feira,13,7
571,Morehead City,NC,Circle,7/13/17,21:00,Quinta-Feira,13,7
572,San Gabriel,CA,Sphere,7/13/17,20:45,Quinta-Feira,13,7
573,Lawrenceville,GA,Fireball,7/13/17,12:33,Quinta-Feira,13,7
574,McKinney,TX,Sphere,7/13/17,07:51,Quinta-Feira,13,7
575,Pinedale,WY,Sphere,7/13/17,04:00,Quinta-Feira,13,7
576,Takoma Park,MD,Other,7/13/17,00:30,Quinta-Feira,13,7
577,Marietta,SC,Cigar,7/13/17,00:00,Quinta-Feira,13,7
578,Weston,FL,Triangle,7/12/17,23:50,Quarta-feira,12,7
579,Vernon,NY,Light,7/12/17,23:00,Quarta-feira,12,7
580,Rancho Cucamonga,CA,Triangle,7/12/17,22:50,Quarta-feira,12,7
581,Carlisle,PA,Triangle,7/12/17,22:38,Quarta-feira,12,7
582,Cavalier,ND,Triangle,7/12/17,22:30,Quarta-feira,12,7
583,Labadieville,LA,Oval,7/12/17,19:45,Quarta-feira,12,7
584,Glendale,AZ,Light,7/12/17,19:05,Quarta-feira,12,7
585,Artesia,NM,Fireball,7/12/17,00:45,Quarta-feira,12,7
586,Williamsburg,VA,Circle,7/11/17,23:15,Terça-feira,11,7
587,South Dewey Beach,DE,Fireball,7/11/17,23:12,Terça-feira,11,7
588,Artesia,NM,Light,7/11/17,22:30,Terça-feira,11,7
589,Hampton,NH,Circle,7/11/17,21:51,Terça-feira,11,7
590,Birmingham (NE of),AL,Disk,7/11/17,14:00,Terça-feira,11,7
591,Modesto,CA,Light,7/11/17,03:00,Terça-feira,11,7
592,Osage Beach,MO,Triangle,7/11/17,01:50,Terça-feira,11,7
593,Lawrence,KS,Changing,7/11/17,01:47,Terça-feira,11,7
594,Florence,MT,Triangle,7/11/17,00:20,Terça-feira,11,7
595,Lamoni,IA,Disk,7/10/17,23:00,Segunda-feira,10,7
596,Southaven,MS,Light,7/10/17,22:00,Segunda-feira,10,7
597,Hermiston,WA,Other,7/10/17,13:00,Segunda-feira,10,7
598,Newville,PA,Cylinder,7/10/17,11:00,Segunda-feira,10,7
599,Somerset,NY,Light,7/10/17,09:00,Segunda-feira,10,7
600,Scituate,MA,Triangle,7/10/17,03:00,Segunda-feira,10,7
601,Vadnis Heights/white bear lake,MN,Other,7/9/17,22:00,Domingo,9,7
602,Nickerson State Park. Brewster,MA,Fireball,7/9/17,21:31,Domingo,9,7
603,Occoquan,VA,Fireball,7/9/17,21:15,Domingo,9,7
604,South Windsor,CT,Cylinder,7/9/17,18:45,Domingo,9,7
605,Augusta,NJ,Other,7/9/17,12:45,Domingo,9,7
606,Canton,MA,Circle,7/9/17,09:53,Domingo,9,7
607,Lancaster,SC,Light,7/9/17,05:30,Domingo,9,7
608,Bowling Green,OH,Light,7/9/17,04:43,Domingo,9,7
609,Jefferson,GA,Light,7/9/17,04:30,Domingo,9,7
610,Sterling Heights,MI,Light,7/9/17,,Domingo,9,7
611,Lexington,KY,Circle,7/8/17,23:30,Sábado,8,7
612,Parker,CO,Circle,7/8/17,23:00,Sábado,8,7
613,Riverside,CA,Light,7/8/17,22:50,Sábado,8,7
614,Chamois,MO,Circle,7/8/17,22:23,Sábado,8,7
615,Edinburg,PA,Light,7/8/17,22:15,Sábado,8,7
616,Manilla,IA,Circle,7/8/17,22:10,Sábado,8,7
617,Vienna,VA,Light,7/8/17,21:45,Sábado,8,7
618,Mentor,OH,Sphere,7/8/17,21:00,Sábado,8,7
619,Telluride,CO,Cigar,7/8/17,12:44,Sábado,8,7
620,Woodstock,GA,Light,7/8/17,10:30,Sábado,8,7
621,Clinton,CT,Changing,7/8/17,10:00,Sábado,8,7
622,San Antonio,TX,Other,7/8/17,05:15,Sábado,8,7
623,Walla Walla,WA,Light,7/8/17,02:35,Sábado,8,7
624,Carlsbad,CA,Circle,7/8/17,01:30,Sábado,8,7
625,Royal Oak,MI,Other,7/8/17,00:45,Sábado,8,7
626,San Diego,CA,Fireball,7/7/17,22:25,Sexta-feira,7,7
627,San Diego,CA,Fireball,7/7/17,22:15,Sexta-feira,7,7
628,Mt. Morrison,CO,Changing,7/7/17,21:55,Sexta-feira,7,7
629,Chula Vista,CA,Fireball,7/7/17,21:53,Sexta-feira,7,7
630,St. Augustine Beach,FL,Circle,7/7/17,21:30,Sexta-feira,7,7
631,Ocoee,FL,Light,7/7/17,21:21,Sexta-feira,7,7
632,West Mifflin,PA,Sphere,7/7/17,21:00,Sexta-feira,7,7
633,Plymouth,MI,Circle,7/7/17,20:00,Sexta-feira,7,7
634,Louisvile,KY,Circle,7/7/17,04:26,Sexta-feira,7,7
635,Winder,GA,Light,7/7/17,03:00,Sexta-feira,7,7
636,Port Sanilac,MI,Light,7/7/17,03:00,Sexta-feira,7,7
637,Dzilth-na-o-dithle,NM,Other,7/7/17,01:00,Sexta-feira,7,7
638,Locke,NY,Disk,7/7/17,00:00,Sexta-feira,7,7
639,Marsing,ID,Other,7/6/17,23:26,Quinta-Feira,6,7
640,Billings,MT,Flash,7/6/17,23:24,Quinta-Feira,6,7
641,Madison,WI,Flash,7/6/17,22:30,Quinta-Feira,6,7
642,Marshalltown,IA,Fireball,7/6/17,22:00,Quinta-Feira,6,7
643,Dayton (near),OH,Circle,7/6/17,21:41,Quinta-Feira,6,7
644,Warner Springs (near),CA,Light,7/6/17,21:40,Quinta-Feira,6,7
645,Phoenix,AZ,Oval,7/6/17,21:25,Quinta-Feira,6,7
646,Majors Place (south of),NV,Light,7/6/17,21:00,Quinta-Feira,6,7
647,Alto,NM,Light,7/6/17,21:00,Quinta-Feira,6,7
648,Anaheim,CA,Fireball,7/6/17,20:58,Quinta-Feira,6,7
649,New Bern,NC,Oval,7/6/17,20:18,Quinta-Feira,6,7
650,Decaturville,TN,Oval,7/6/17,19:40,Quinta-Feira,6,7
651,Tempe,AZ,Flash,7/6/17,07:55,Quinta-Feira,6,7
652,Kingman,AZ,Fireball,7/6/17,04:30,Quinta-Feira,6,7
653,Woodstock,GA,Triangle,7/6/17,04:08,Quinta-Feira,6,7
654,Elkhart Lake,WI,Light,7/6/17,00:30,Quinta-Feira,6,7
655,Payette,ID,Oval,7/5/17,00:00,Quarta-feira,5,7
656,Orlando,FL,Light,7/5/17,19:32,Quarta-feira,5,7
657,Port Hadlock,WA,Triangle,7/5/17,16:30,Quarta-feira,5,7
658,Fargo,ND,Circle,7/5/17,11:24,Quarta-feira,5,7
659,New Kensington,PA,Cigar,7/5/17,08:14,Quarta-feira,5,7
660,Montrose,CA,Circle,7/5/17,03:30,Quarta-feira,5,7
661,Port Sanilac,MI,Triangle,7/5/17,03:00,Quarta-feira,5,7
662,Portland,OR,Fireball,7/5/17,00:35,Quarta-feira,5,7
663,Glenpool,OK,Light,7/5/17,00:30,Quarta-feira,5,7
664,Sioux City,IA,Oval,7/5/17,00:00,Quarta-feira,5,7
665,Ocean City,MD,Circle,7/4/17,23:30,Terça-feira,4,7
666,Dearborn,MI,Fireball,7/4/17,23:25,Terça-feira,4,7
667,Atchison,KS,Oval,7/4/17,23:15,Terça-feira,4,7
668,Nampa,ID,Fireball,7/4/17,23:00,Terça-feira,4,7
669,Yreka,CA,Light,7/4/17,22:51,Terça-feira,4,7
670,Los Angeles,CA,Fireball,7/4/17,22:48,Terça-feira,4,7
671,Butte,MT,Other,7/4/17,22:35,Terça-feira,4,7
672,Reston,VA,Fireball,7/4/17,22:30,Terça-feira,4,7
673,Lexington,KY,Circle,7/4/17,22:30,Terça-feira,4,7
674,Larmont,NY,Changing,7/4/17,22:30,Terça-feira,4,7
675,Denver,CO,Formation,7/4/17,22:30,Terça-feira,4,7
676,Morristown,TN,Circle,7/4/17,22:24,Terça-feira,4,7
677,Butte,MT,Formation,7/4/17,22:23,Terça-feira,4,7
678,Candler,NC,Fireball,7/4/17,22:18,Terça-feira,4,7
679,Lexington,KY,Light,7/4/17,22:15,Terça-feira,4,7
680,Prospect,PA,Light,7/4/17,22:10,Terça-feira,4,7
681,Montebello,CA,Circle,7/4/17,22:00,Terça-feira,4,7
682,Franklin Square,NY,Sphere,7/4/17,22:00,Terça-feira,4,7
683,Collinsville,OK,Fireball,7/4/17,22:00,Terça-feira,4,7
684,Garden City Beach,SC,Changing,7/4/17,22:00,Terça-feira,4,7
685,New York City (Queens)(Hollis),NY,Light,7/4/17,22:00,Terça-feira,4,7
686,Buchanan,MI,Circle,7/4/17,22:00,Terça-feira,4,7
687,Versailles,KY,Sphere,7/4/17,22:00,Terça-feira,4,7
688,Buffalo,NY,Changing,7/4/17,22:00,Terça-feira,4,7
689,Woodinville,WA,Light,7/4/17,21:55,Terça-feira,4,7
690,Rantoul,IL,Light,7/4/17,21:50,Terça-feira,4,7
691,Port Charlotte,FL,Sphere,7/4/17,21:50,Terça-feira,4,7
692,Rice Lake,WI,Light,7/4/17,21:46,Terça-feira,4,7
693,Oklahoma City,OK,Light,7/4/17,21:45,Terça-feira,4,7
694,Rockville,MD,Light,7/4/17,21:45,Terça-feira,4,7
695,Jal,NM,Light,7/4/17,21:45,Terça-feira,4,7
696,Spokane Valley,WA,Light,7/4/17,21:45,Terça-feira,4,7
697,Broadview Heights,OH,Oval,7/4/17,21:42,Terça-feira,4,7
698,Jacksonville,FL,Light,7/4/17,21:42,Terça-feira,4,7
699,Orange Park,FL,Circle,7/4/17,21:40,Terça-feira,4,7
700,Denver,CO,Formation,7/4/17,21:38,Terça-feira,4,7
701,Plymouth,MA,Fireball,7/4/17,21:37,Terça-feira,4,7
702,Manchester,NJ,Light,7/4/17,21:30,Terça-feira,4,7
703,Levittown,NY,Fireball,7/4/17,21:30,Terça-feira,4,7
704,Corona,CA,Fireball,7/4/17,21:30,Terça-feira,4,7
705,Suisun City,CA,Diamond,7/4/17,21:30,Terça-feira,4,7
706,Bel Air,MD,Rectangle,7/4/17,21:30,Terça-feira,4,7
707,Brandon,FL,Circle,7/4/17,21:30,Terça-feira,4,7
708,Wabasha,MN,Disk,7/4/17,21:30,Terça-feira,4,7
709,Linden,NJ,Light,7/4/17,21:30,Terça-feira,4,7
710,Linden,NJ,Light,7/4/17,21:15,Terça-feira,4,7
711,Pueblo,CO,Fireball,7/4/17,21:00,Terça-feira,4,7
712,Bellingham,WA,Other,7/4/17,21:00,Terça-feira,4,7
713,Middleton,NJ,Light,7/4/17,21:00,Terça-feira,4,7
714,Oklahoma City (South),OK,Light,7/4/17,21:00,Terça-feira,4,7
715,Orlando,FL,Circle,7/4/17,21:00,Terça-feira,4,7
716,Saint Simons Island,GA,Disk,7/4/17,21:00,Terça-feira,4,7
717,Florissant,MO,Other,7/4/17,21:00,Terça-feira,4,7
718,Patchogue,NY,Changing,7/4/17,20:40,Terça-feira,4,7
719,Kenner,LA,Other,7/4/17,20:30,Terça-feira,4,7
720,Keizer,OR,Sphere,7/4/17,20:00,Terça-feira,4,7
721,Denver,CO,Circle,7/4/17,19:00,Terça-feira,4,7
722,Pembroke Pines,FL,Light,7/4/17,17:00,Terça-feira,4,7
723,Indianapolis,IN,Circle,7/4/17,13:00,Terça-feira,4,7
724,Kingman,AZ,Flash,7/4/17,04:28,Terça-feira,4,7
725,Manalapan,NJ,Cylinder,7/4/17,,Terça-feira,4,7
726,Sioux City,IA,Fireball,7/3/17,23:30,Segunda-feira,3,7
727,Savage,MN,Light,7/3/17,23:15,Segunda-feira,3,7
728,Greenville,MI,Circle,7/3/17,23:00,Segunda-feira,3,7
729,Los Angeles,CA,Triangle,7/3/17,23:00,Segunda-feira,3,7
730,Knox,IN,Light,7/3/17,22:10,Segunda-feira,3,7
731,East Longmeadow,MA,Rectangle,7/3/17,22:00,Segunda-feira,3,7
732,Galena,MD,Other,7/3/17,22:00,Segunda-feira,3,7
733,Acworth,NH,Sphere,7/3/17,22:00,Segunda-feira,3,7
734,New Tampa,FL,Light,7/3/17,22:00,Segunda-feira,3,7
735,Weld County (rural),CO,Circle,7/3/17,22:00,Segunda-feira,3,7
736,East Dubuque,IA,Light,7/3/17,21:00,Segunda-feira,3,7
737,Hot Springs,AR,Oval,7/3/17,21:00,Segunda-feira,3,7
738,Miami Beach,FL,Circle,7/3/17,20:30,Segunda-feira,3,7
739,Springfield,MO,Rectangle,7/3/17,20:00,Segunda-feira,3,7
740,Lakeville,NY,Circle,7/3/17,19:00,Segunda-feira,3,7
741,Camdenton,MO,Rectangle,7/3/17,12:35,Segunda-feira,3,7
742,Waters,MI,Light,7/3/17,00:00,Segunda-feira,3,7
743,Eagle Rock,CA,Oval,7/2/17,22:15,Domingo,2,7
744,Greenwood,IN,Light,7/2/17,22:15,Domingo,2,7
745,O'Fallon,MO,Fireball,7/2/17,22:10,Domingo,2,7
746,Middletown,CT,Sphere,7/2/17,22:00,Domingo,2,7
747,Denton,TX,Triangle,7/2/17,21:45,Domingo,2,7
748,Marysville,OH,Sphere,7/2/17,21:30,Domingo,2,7
749,Cloverdale,CA,Changing,7/2/17,20:00,Domingo,2,7
750,Brownsburg,IN,Circle,7/2/17,19:30,Domingo,2,7
751,Clinton,CT,Sphere,7/2/17,15:44,Domingo,2,7
752,Sullivan,MO,Triangle,7/2/17,10:02,Domingo,2,7
753,Kent/Auburn,WA,Light,7/1/17,23:50,Sábado,1,7
754,Jensen Beach,FL,Light,7/1/17,23:18,Sábado,1,7
755,Crown Point,IN,Fireball,7/1/17,23:14,Sábado,1,7
756,Gallitzin,PA,Oval,7/1/17,23:00,Sábado,1,7
757,Knox,IN,Light,7/1/17,22:00,Sábado,1,7
758,Cooper City,FL,Disk,7/1/17,22:00,Sábado,1,7
759,Sinking Spring,PA,Light,7/1/17,21:50,Sábado,1,7
760,Cave Creek,AZ,Formation,7/1/17,21:35,Sábado,1,7
761,Effort,PA,Circle,7/1/17,21:30,Sábado,1,7
762,Forest Lake,MN,Changing,7/1/17,18:56,Sábado,1,7
763,Aurora,CO,Changing,7/1/17,16:00,Sábado,1,7
764,Sedona,AZ,Cylinder,7/1/17,14:30,Sábado,1,7
765,Calistoga,CA,Sphere,7/1/17,14:00,Sábado,1,7
766,Imlay City,MI,Light,7/1/17,02:00,Sábado,1,7
