,cidade,estado,formato,data,hora,dia_semana,dia,mes
53148,Warrington,PA,Light,11/26/06,23:00,Domingo,26,11
53149,Raleigh,NC,Light,11/26/06,23:00,Domingo,26,11
53150,Jackson,TN,Other,11/26/06,22:30,Domingo,26,11
53151,Sanford,NC,Changing,11/26/06,22:05,Domingo,26,11
53152,Olympia,WA,Light,11/26/06,21:25,Domingo,26,11
53153,Long Beach,CA,Circle,11/26/06,14:30,Domingo,26,11
53154,Phoenix,AZ,Cylinder,11/26/06,12:00,Domingo,26,11
53155,Wilkes-Barre,PA,Oval,11/26/06,08:00,Domingo,26,11
53156,Maryville,TN,Light,11/26/06,07:30,Domingo,26,11
53157,Corinth,TX,Sphere,11/26/06,03:00,Domingo,26,11
53158,Hardin,MT,Light,11/26/06,02:33,Domingo,26,11
53159,Warrington,PA,Oval,11/26/06,01:00,Domingo,26,11
53160,St. Augustine,FL,Circle,11/25/06,21:07,Sábado,25,11
53161,Hughesville,PA,Oval,11/25/06,20:09,Sábado,25,11
53162,Cumming,GA,Light,11/25/06,19:00,Sábado,25,11
53163,Crossville,TN,Fireball,11/25/06,18:15,Sábado,25,11
53164,El Centro,CA,Circle,11/25/06,14:33,Sábado,25,11
53165,Baytown,TX,Circle,11/25/06,14:00,Sábado,25,11
53166,San Bernadino Mtns. (Twin Peaks),CA,Triangle,11/25/06,06:30,Sábado,25,11
53167,Colley,PA,Formation,11/25/06,06:00,Sábado,25,11
53168,Pipersville,PA,Circle,11/25/06,01:00,Sábado,25,11
53169,Roxborough,NC,Light,11/25/06,00:30,Sábado,25,11
53170,Colorado City,CO,Oval,11/24/06,22:00,Sexta-feira,24,11
53171,Phoenix,AZ,Rectangle,11/24/06,21:30,Sexta-feira,24,11
53172,Willard,MO,Triangle,11/24/06,20:30,Sexta-feira,24,11
53173,Jordan,MN,Fireball,11/24/06,19:30,Sexta-feira,24,11
53174,Rydal,PA,Light,11/24/06,16:30,Sexta-feira,24,11
53175,Katy,TX,Triangle,11/24/06,13:30,Sexta-feira,24,11
53176,Townsend,MA,Fireball,11/24/06,13:30,Sexta-feira,24,11
53177,Mills River,NC,Fireball,11/24/06,10:00,Sexta-feira,24,11
53178,Jordan,MN,Fireball,11/24/06,07:30,Sexta-feira,24,11
53179,Bradford,PA,Light,11/24/06,06:00,Sexta-feira,24,11
53180,Wakeeney (near; Trego County) (E on Interstate 70),KS,Other,11/24/06,03:00,Sexta-feira,24,11
53181,Lehighton,PA,Disk,11/24/06,03:00,Sexta-feira,24,11
53182,Camp Creek,WV,Flash,11/24/06,02:45,Sexta-feira,24,11
53183,Providence Forge,VA,Light,11/24/06,02:30,Sexta-feira,24,11
53184,South Bend,IN,Triangle,11/23/06,20:25,Quinta-Feira,23,11
53185,Blue Springs,MO,Light,11/23/06,18:50,Quinta-Feira,23,11
53186,Macon,MO,Triangle,11/23/06,17:50,Quinta-Feira,23,11
53187,Tucson,AZ,Changing,11/23/06,16:00,Quinta-Feira,23,11
53188,Moss Landing,CA,Oval,11/23/06,16:00,Quinta-Feira,23,11
53189,Columbus,OH,Circle,11/23/06,14:30,Quinta-Feira,23,11
53190,Byron,GA,Disk,11/23/06,11:30,Quinta-Feira,23,11
53191,Southampton,PA,Light,11/23/06,,Quinta-Feira,23,11
53192,Bowling Green,OH,Light,11/22/06,23:00,Quarta-feira,22,11
53193,Orlando,FL,Other,11/22/06,21:30,Quarta-feira,22,11
53194,Athens,AL,Triangle,11/22/06,21:00,Quarta-feira,22,11
53195,Scipio,UT,Disk,11/22/06,19:30,Quarta-feira,22,11
53196,Santa Clarita,CA,Light,11/22/06,19:00,Quarta-feira,22,11
53197,Tampa,FL,Other,11/22/06,18:00,Quarta-feira,22,11
53198,Meadville,PA,Cylinder,11/22/06,06:09,Quarta-feira,22,11
53199,Harris,MN,Light,11/22/06,05:45,Quarta-feira,22,11
53200,Pontiac,IL,Light,11/22/06,05:10,Quarta-feira,22,11
53201,Rogers,OH,Rectangle,11/22/06,03:00,Quarta-feira,22,11
53202,Elizabethtown,KY,Disk,11/22/06,01:00,Quarta-feira,22,11
53203,West Grove,PA,Triangle,11/22/06,00:00,Quarta-feira,22,11
53204,Lebanon,CT,Oval,11/21/06,23:30,Terça-feira,21,11
53205,Lakewood,CO,Light,11/21/06,23:10,Terça-feira,21,11
53206,Waterloo (north of),NY,Triangle,11/21/06,20:45,Terça-feira,21,11
53207,Elmo,UT,Cigar,11/21/06,19:50,Terça-feira,21,11
53208,Lawrenceville,GA,Fireball,11/21/06,18:30,Terça-feira,21,11
53209,Saint Bonifacius,MN,Light,11/21/06,12:25,Terça-feira,21,11
53210,Tustin,CA,Changing,11/21/06,07:45,Terça-feira,21,11
53211,West Richland,WA,Other,11/21/06,06:00,Terça-feira,21,11
53212,Pickerington,OH,Other,11/21/06,05:30,Terça-feira,21,11
53213,Union City,NJ,Fireball,11/21/06,01:00,Terça-feira,21,11
53214,Marlborough/Glastonbury,CT,Flash,11/21/06,01:00,Terça-feira,21,11
53215,New York City,NY,Flash,11/21/06,00:30,Terça-feira,21,11
53216,Truth or Consequences,NM,Circle,11/20/06,23:00,Segunda-feira,20,11
53217,West Palm Beach,FL,Other,11/20/06,21:00,Segunda-feira,20,11
53218,Peabody,MA,Circle,11/20/06,19:30,Segunda-feira,20,11
53219,Huntington Beach,CA,Circle,11/20/06,13:00,Segunda-feira,20,11
53220,New York City,NY,Flash,11/20/06,02:15,Segunda-feira,20,11
53221,Hattiesburg,MS,Other,11/20/06,01:00,Segunda-feira,20,11
53222,Port Angeles,WA,Other,11/19/06,22:45,Domingo,19,11
53223,Waterloo,IA,Other,11/19/06,22:00,Domingo,19,11
53224,Chicago,IL,Other,11/19/06,19:30,Domingo,19,11
53225,Long Beach,CA,Formation,11/19/06,18:00,Domingo,19,11
53226,Riverside,CA,Fireball,11/19/06,17:36,Domingo,19,11
53227,San Diego,CA,Light,11/19/06,17:34,Domingo,19,11
53228,Wellington,FL,Cylinder,11/19/06,17:18,Domingo,19,11
53229,Center Valley,PA,Disk,11/19/06,16:45,Domingo,19,11
53230,Phoenix,AZ,Sphere,11/19/06,13:15,Domingo,19,11
53231,Fork,SC,Disk,11/19/06,06:55,Domingo,19,11
53232,Van Nuys,CA,Circle,11/19/06,05:35,Domingo,19,11
53233,Hattiesburg,MS,Light,11/19/06,05:00,Domingo,19,11
53234,Hiram,GA,Light,11/19/06,02:30,Domingo,19,11
53235,Manchester,CT,Sphere,11/19/06,02:00,Domingo,19,11
53236,Elkhorn,NE,Triangle,11/18/06,23:30,Sábado,18,11
53237,Albuquerque,NM,Other,11/18/06,22:50,Sábado,18,11
53238,Park Rapids,MN,Triangle,11/18/06,22:30,Sábado,18,11
53239,St. Cloud,FL,Formation,11/18/06,21:30,Sábado,18,11
53240,Frederick,MD,Light,11/18/06,21:20,Sábado,18,11
53241,Westminster,CA,Cigar,11/18/06,21:05,Sábado,18,11
53242,Tuckerton,NJ,Circle,11/18/06,18:30,Sábado,18,11
53243,Phoenix,AZ,Sphere,11/18/06,15:10,Sábado,18,11
53244,Los Angeles,CA,Fireball,11/18/06,12:00,Sábado,18,11
53245,Ducor,CA,Triangle,11/18/06,03:00,Sábado,18,11
53246,Annandale,VA,Other,11/17/06,23:45,Sexta-feira,17,11
53247,Fair Oaks,TX,Triangle,11/17/06,20:32,Sexta-feira,17,11
53248,Big Oak Valley,CA,Circle,11/17/06,20:15,Sexta-feira,17,11
53249,River Falls and Prescott (between; Hwy. 35),WI,Triangle,11/17/06,19:15,Sexta-feira,17,11
53250,Nevada,MO,Light,11/17/06,19:00,Sexta-feira,17,11
53251,Trowbridge (UK/England),WV,Circle,11/17/06,18:25,Sexta-feira,17,11
53252,Shiocton,WI,Triangle,11/17/06,17:55,Sexta-feira,17,11
53253,Great Falls,MT,Circle,11/17/06,10:30,Sexta-feira,17,11
53254,Aspen,CO,Light,11/17/06,05:30,Sexta-feira,17,11
53255,Pittsburg,CA,Cigar,11/17/06,05:00,Sexta-feira,17,11
53256,Stone Harbor,NJ,Triangle,11/17/06,00:00,Sexta-feira,17,11
53257,Beverly Hills,FL,Changing,11/16/06,23:00,Quinta-Feira,16,11
53258,Highlands,TX,Circle,11/16/06,23:00,Quinta-Feira,16,11
53259,Phoenix,AZ,Rectangle,11/16/06,21:50,Quinta-Feira,16,11
53260,Panama City,FL,Light,11/16/06,18:42,Quinta-Feira,16,11
53261,Prineville,OR,Changing,11/16/06,17:15,Quinta-Feira,16,11
53262,Morrow County,OH,Disk,11/16/06,17:00,Quinta-Feira,16,11
53263,Chandler,AZ,Rectangle,11/16/06,14:20,Quinta-Feira,16,11
53264,Maricopa,AZ,Oval,11/16/06,10:30,Quinta-Feira,16,11
53265,Tarzana,CA,Sphere,11/16/06,10:00,Quinta-Feira,16,11
53266,Gaffney,SC,Changing,11/16/06,04:30,Quinta-Feira,16,11
53267,Leavenworth,WA,Cylinder,11/16/06,00:00,Quinta-Feira,16,11
53268,Youngstown,OH,Sphere,11/15/06,23:45,Quarta-feira,15,11
53269,Kansas City,MO,Triangle,11/15/06,23:00,Quarta-feira,15,11
53270,Cape Canaveral,FL,Light,11/15/06,22:00,Quarta-feira,15,11
53271,Philadelphia,PA,Formation,11/15/06,21:00,Quarta-feira,15,11
53272,Tucson,AZ,Disk,11/15/06,21:00,Quarta-feira,15,11
53273,Middlesex,NJ,Other,11/15/06,19:00,Quarta-feira,15,11
53274,Burbank,CA,Changing,11/15/06,18:00,Quarta-feira,15,11
53275,Mount Ida,AR,Changing,11/15/06,09:00,Quarta-feira,15,11
53276,Lithonia,GA,Light,11/15/06,05:00,Quarta-feira,15,11
53277,Birmingham,AL,Fireball,11/15/06,01:00,Quarta-feira,15,11
53278,Anchorage,AK,Light,11/14/06,23:25,Terça-feira,14,11
53279,King George,VA,Sphere,11/14/06,23:00,Terça-feira,14,11
53280,Morristown,AZ,Oval,11/14/06,20:30,Terça-feira,14,11
53281,Phoenix,AZ,Light,11/14/06,19:40,Terça-feira,14,11
53282,Parrish,FL,Formation,11/14/06,13:15,Terça-feira,14,11
53283,Mead,WA,Circle,11/14/06,03:05,Terça-feira,14,11
53284,Marietta,GA,Rectangle,11/13/06,22:45,Segunda-feira,13,11
53285,Long Beach,CA,Triangle,11/13/06,19:45,Segunda-feira,13,11
53286,Littleton,CO,Other,11/13/06,17:00,Segunda-feira,13,11
53287,Charlotte,NC,Circle,11/13/06,17:00,Segunda-feira,13,11
53288,Colorado Springs,CO,Other,11/13/06,12:00,Segunda-feira,13,11
53289,Escondido,CA,Light,11/12/06,23:00,Domingo,12,11
53290,Long Beach,CA,Fireball,11/12/06,21:00,Domingo,12,11
53291,Hayward,CA,Circle,11/12/06,20:00,Domingo,12,11
53292,New York City (Brooklyn),NY,Triangle,11/12/06,13:00,Domingo,12,11
53293,Long Beach,CA,Fireball,11/12/06,01:00,Domingo,12,11
53294,Fairless Hills,PA,Light,11/11/06,23:50,Sábado,11,11
53295,Ypsilanti,MI,Triangle,11/11/06,23:15,Sábado,11,11
53296,Herndon,VA,Light,11/11/06,23:15,Sábado,11,11
53297,Flushing,NY,Light,11/11/06,23:00,Sábado,11,11
53298,Irvine,CA,Diamond,11/11/06,22:00,Sábado,11,11
53299,La Quinta,CA,Circle,11/11/06,21:00,Sábado,11,11
53300,Redwood City,CA,Light,11/11/06,19:00,Sábado,11,11
53301,Chattanooga,TN,Circle,11/11/06,06:00,Sábado,11,11
53302,Hammond,LA,Triangle,11/11/06,01:50,Sábado,11,11
53303,Carthage,TX,Light,11/11/06,01:30,Sábado,11,11
53304,Falls Church,VA,Cigar,11/11/06,00:32,Sábado,11,11
53305,North Pole,AK,Other,11/10/06,23:15,Sexta-feira,10,11
53306,Fort Lauderdale (near),FL,Triangle,11/10/06,22:02,Sexta-feira,10,11
53307,Buena Park,CA,Changing,11/10/06,21:45,Sexta-feira,10,11
53308,Las Vegas/Rachel (between,NV,Other,11/10/06,21:00,Sexta-feira,10,11
53309,Sophia,NC,Triangle,11/10/06,20:52,Sexta-feira,10,11
53310,Corolla,NC,Circle,11/10/06,18:00,Sexta-feira,10,11
53311,Tuscola,TX,Light,11/10/06,17:30,Sexta-feira,10,11
53312,East Windsor,NJ,Triangle,11/10/06,17:25,Sexta-feira,10,11
53313,South Lake Tahoe,NV,Circle,11/10/06,14:32,Sexta-feira,10,11
53314,Toms River,NJ,Fireball,11/10/06,12:45,Sexta-feira,10,11
53315,"Washington, D.C. (area)",DC,Cylinder,11/10/06,08:20,Sexta-feira,10,11
53316,Lawrence,KS,Cylinder,11/9/06,22:15,Quinta-Feira,9,11
53317,Auburn,ME,Other,11/9/06,21:00,Quinta-Feira,9,11
53318,Wellington,FL,Other,11/9/06,19:47,Quinta-Feira,9,11
53319,Atwater,CA,Other,11/9/06,19:45,Quinta-Feira,9,11
53320,Brookline,MA,Triangle,11/9/06,19:30,Quinta-Feira,9,11
53321,Alto,TX,Light,11/9/06,18:00,Quinta-Feira,9,11
53322,Kosse,TX,Cylinder,11/9/06,16:30,Quinta-Feira,9,11
53323,Schaumburg/Palatine/ Rolling Meadows,IL,Rectangle,11/9/06,09:00,Quinta-Feira,9,11
53324,Schaumburg/ Palatine/ Rolling Meadows,IL,Rectangle,11/9/06,09:00,Quinta-Feira,9,11
53325,Schaumberg (Rollong Meadows),IL,Rectangle,11/9/06,09:00,Quinta-Feira,9,11
53326,Canyon Country,CA,Other,11/9/06,05:00,Quinta-Feira,9,11
53327,Wichita Falls,TX,Light,11/8/06,00:00,Quarta-feira,8,11
53328,Oregon,IL,Formation,11/8/06,22:30,Quarta-feira,8,11
53329,Denver,CO,Triangle,11/8/06,21:45,Quarta-feira,8,11
53330,Hollywood,FL,Diamond,11/8/06,21:00,Quarta-feira,8,11
53331,New Braunfels,TX,Fireball,11/8/06,20:00,Quarta-feira,8,11
53332,Rosanky,TX,Fireball,11/8/06,20:00,Quarta-feira,8,11
53333,Odessa,TX,Disk,11/8/06,19:35,Quarta-feira,8,11
53334,Odessa,TX,Disk,11/8/06,19:35,Quarta-feira,8,11
53335,Moreno Valley,CA,Circle,11/8/06,19:30,Quarta-feira,8,11
53336,Fortville,IN,Circle,11/8/06,19:00,Quarta-feira,8,11
53337,Monterey,CA,Sphere,11/8/06,18:35,Quarta-feira,8,11
53338,San Diego,CA,Light,11/8/06,17:45,Quarta-feira,8,11
53339,Tuscola,TX,Light,11/8/06,17:30,Quarta-feira,8,11
53340,Pagosa Springs,CO,Triangle,11/8/06,17:04,Quarta-feira,8,11
53341,Red Bluff,CA,Triangle,11/8/06,13:00,Quarta-feira,8,11
53342,Tucson,AZ,Other,11/8/06,04:50,Quarta-feira,8,11
53343,Tucson,AZ,Triangle,11/8/06,04:50,Quarta-feira,8,11
53344,Tucson,AZ,Other,11/8/06,04:50,Quarta-feira,8,11
53345,Denver,CO,Formation,11/8/06,00:00,Quarta-feira,8,11
53346,Goleta,CA,Other,11/7/06,23:30,Terça-feira,7,11
53347,Laramie,WY,Rectangle,11/7/06,21:00,Terça-feira,7,11
53348,Fort Collins,CO,Rectangle,11/7/06,19:00,Terça-feira,7,11
53349,Tucson,AZ,Flash,11/7/06,18:00,Terça-feira,7,11
53350,Chicago O'Hare Airport,IL,Disk,11/7/06,16:30,Terça-feira,7,11
53351,Chicago O'Hare Airport,IL,Circle,11/7/06,16:30,Terça-feira,7,11
53352,Merrillville/Schererville,IN,Circle,11/7/06,13:00,Terça-feira,7,11
53353,Wood Dale,IL,Circle,11/7/06,12:15,Terça-feira,7,11
53354,Martinez,CA,Fireball,11/7/06,01:15,Terça-feira,7,11
53355,Hollister (southeast of),CA,Sphere,11/7/06,00:00,Terça-feira,7,11
53356,Texas City,TX,Disk,11/6/06,19:28,Segunda-feira,6,11
53357,Ithaca,NY,Sphere,11/6/06,19:00,Segunda-feira,6,11
53358,Los Angeles,CA,Light,11/6/06,18:00,Segunda-feira,6,11
53359,Naperville,IL,Sphere,11/6/06,16:20,Segunda-feira,6,11
53360,Laredo,TX,Disk,11/6/06,09:00,Segunda-feira,6,11
53361,Vancleave,MS,Light,11/5/06,22:00,Domingo,5,11
53362,Yorba Linda,CA,Disk,11/5/06,20:00,Domingo,5,11
53363,Eloy,AZ,Formation,11/5/06,19:45,Domingo,5,11
53364,Lake Wales (?),FL,Light,11/5/06,19:00,Domingo,5,11
53365,Panama City,FL,Circle,11/5/06,18:00,Domingo,5,11
53366,Albuquerque,NM,Light,11/5/06,16:35,Domingo,5,11
53367,Tiburon,CA,Disk,11/5/06,11:45,Domingo,5,11
53368,Tomball,TX,Formation,11/5/06,01:00,Domingo,5,11
53369,Selah,WA,Circle,11/4/06,22:30,Sábado,4,11
53370,Charlottesville,VA,Light,11/4/06,22:00,Sábado,4,11
53371,Bloomington,CA,Light,11/4/06,21:20,Sábado,4,11
53372,Boerne,TX,Disk,11/4/06,20:30,Sábado,4,11
53373,Durango,CO,Light,11/4/06,18:30,Sábado,4,11
53374,Magnolia,NJ,Cylinder,11/4/06,17:00,Sábado,4,11
53375,St. Charles,MO,Formation,11/4/06,12:15,Sábado,4,11
53376,Thornton,CO,Triangle,11/4/06,04:48,Sábado,4,11
53377,Ormond Beach,FL,Circle,11/3/06,20:00,Sexta-feira,3,11
53378,Hildebran,NC,Oval,11/3/06,19:30,Sexta-feira,3,11
53379,Telford,PA,Circle,11/3/06,19:00,Sexta-feira,3,11
53380,Millington,TN,Other,11/3/06,18:30,Sexta-feira,3,11
53381,Indio,CA,Cigar,11/3/06,18:30,Sexta-feira,3,11
53382,Bentonville,VA,Fireball,11/3/06,17:15,Sexta-feira,3,11
53383,Hyde Park,NY,Triangle,11/3/06,16:00,Sexta-feira,3,11
53384,Mission Viejo,CA,Light,11/2/06,21:00,Quinta-Feira,2,11
53385,Gaffney (near),SC,Light,11/2/06,20:00,Quinta-Feira,2,11
53386,North Hollywood,CA,Circle,11/2/06,14:45,Quinta-Feira,2,11
53387,Wichita Falls,TX,Rectangle,11/1/06,23:00,Quarta-feira,1,11
53388,Milton,WV,Light,11/1/06,22:00,Quarta-feira,1,11
53389,Livonia,LA,Circle,11/1/06,20:50,Quarta-feira,1,11
53390,Adrian,MI,Triangle,11/1/06,20:00,Quarta-feira,1,11
53391,Galveston,TX,Cigar,11/1/06,20:00,Quarta-feira,1,11
53392,Arcata,CA,Light,11/1/06,17:40,Quarta-feira,1,11
53393,Renton,WA,Triangle,11/1/06,17:40,Quarta-feira,1,11
53394,Seattle,WA,Other,11/1/06,12:57,Quarta-feira,1,11
53395,Sarasota,FL,Disk,11/1/06,10:20,Quarta-feira,1,11
53396,Eatonton,GA,Oval,11/1/06,03:47,Quarta-feira,1,11
53397,Hardin,MT,Light,11/1/06,01:30,Quarta-feira,1,11
53398,Lake Barryessa,CA,Sphere,11/1/06,01:00,Quarta-feira,1,11
53399,Scappoose,OR,Oval,10/31/06,23:00,Terça-feira,31,10
53400,Tinley Park,IL,Triangle,10/31/06,20:00,Terça-feira,31,10
53401,Newcastle,WA,Light,10/31/06,19:20,Terça-feira,31,10
53402,Tualatin,OR,Fireball,10/31/06,19:10,Terça-feira,31,10
53403,Portage,WI,Light,10/31/06,17:40,Terça-feira,31,10
53404,Eureka,MT,Fireball,10/31/06,11:00,Terça-feira,31,10
53405,Valencia,CA,Triangle,10/31/06,08:30,Terça-feira,31,10
53406,Seguin,TX,Triangle,10/31/06,,Terça-feira,31,10
53407,Rapid City,SD,Triangle,10/30/06,23:00,Segunda-feira,30,10
53408,Reno,NV,Formation,10/30/06,19:30,Segunda-feira,30,10
53409,Seaford,DE,Circle,10/30/06,19:20,Segunda-feira,30,10
53410,Crestline,OH,Triangle,10/30/06,18:30,Segunda-feira,30,10
53411,Old Lyme,CT,Flash,10/30/06,17:45,Segunda-feira,30,10
53412,Vienna,VA,Sphere,10/30/06,17:17,Segunda-feira,30,10
53413,Hammond/Whitting,IN,Cigar,10/30/06,04:15,Segunda-feira,30,10
53414,Wichita Falls,TX,Fireball,10/29/06,22:30,Domingo,29,10
53415,Pittsburgh,PA,Other,10/29/06,22:00,Domingo,29,10
53416,Seattle,WA,Sphere,10/29/06,20:00,Domingo,29,10
53417,Cameron Park,CA,Disk,10/29/06,18:12,Domingo,29,10
53418,Crest Hill,IL,Disk,10/29/06,18:00,Domingo,29,10
53419,Culver City,CA,Circle,10/29/06,17:50,Domingo,29,10
53420,Dallas,GA,Light,10/29/06,02:00,Domingo,29,10
53421,Oxnard,CA,Circle,10/28/06,20:10,Sábado,28,10
53422,Sedona,AZ,Other,10/28/06,20:00,Sábado,28,10
53423,Boonville,CA,Formation,10/28/06,19:30,Sábado,28,10
53424,Mabank,TX,Other,10/28/06,19:00,Sábado,28,10
53425,Marshfield,MO,Light,10/28/06,18:15,Sábado,28,10
53426,San Antonio,TX,Circle,10/28/06,17:00,Sábado,28,10
53427,Buena Park,CA,Formation,10/28/06,12:15,Sábado,28,10
53428,Onalaska,WI,Triangle,10/28/06,04:44,Sábado,28,10
53429,Drummonds,TN,Light,10/28/06,03:30,Sábado,28,10
53430,Frankfort,IL,Light,10/28/06,02:00,Sábado,28,10
53431,Los Angeles,CA,Changing,10/28/06,01:55,Sábado,28,10
53432,Overland Park,KS,Triangle,10/28/06,00:40,Sábado,28,10
53433,Overland Park,KS,Triangle,10/28/06,00:40,Sábado,28,10
53434,Liberty,MO,Light,10/28/06,00:20,Sábado,28,10
53435,Phoenix,AZ,Triangle,10/27/06,20:11,Sexta-feira,27,10
53436,Hutchinson,KS,Triangle,10/27/06,20:00,Sexta-feira,27,10
53437,Hutchinson,KS,Triangle,10/27/06,20:00,Sexta-feira,27,10
53438,Parkland,FL,Flash,10/27/06,20:00,Sexta-feira,27,10
53439,Pittsfield,ME,Light,10/27/06,19:30,Sexta-feira,27,10
53440,San Antonio,TX,Light,10/27/06,19:00,Sexta-feira,27,10
53441,Coxsackie,NY,Light,10/26/06,23:00,Quinta-Feira,26,10
53442,Lebanon,NJ,Disk,10/26/06,23:00,Quinta-Feira,26,10
53443,Lancaster (southwest),PA,Triangle,10/26/06,21:00,Quinta-Feira,26,10
53444,Strawberry,CA,Triangle,10/26/06,15:00,Quinta-Feira,26,10
53445,Orlando,FL,Changing,10/26/06,12:30,Quinta-Feira,26,10
53446,Altamonte Springs,FL,Cigar,10/26/06,10:30,Quinta-Feira,26,10
53447,Ardmore,PA,Light,10/26/06,09:45,Quinta-Feira,26,10
53448,Oklahoma City,OK,Light,10/26/06,06:45,Quinta-Feira,26,10
53449,Warwick,RI,Triangle,10/25/06,23:50,Quarta-feira,25,10
53450,Forestville,CA,Formation,10/25/06,23:30,Quarta-feira,25,10
53451,Forestville,CA,Formation,10/25/06,23:30,Quarta-feira,25,10
53452,Jensen Beach,GA,Sphere,10/25/06,22:30,Quarta-feira,25,10
53453,Orlando,FL,Fireball,10/25/06,21:00,Quarta-feira,25,10
53454,St. Augustine,FL,Fireball,10/25/06,20:54,Quarta-feira,25,10
53455,Cooper City,FL,Changing,10/25/06,20:53,Quarta-feira,25,10
53456,Mandan,ND,Circle,10/25/06,19:30,Quarta-feira,25,10
53457,Fairbury,IL,Oval,10/25/06,19:15,Quarta-feira,25,10
53458,Champaign,IL,Changing,10/25/06,16:00,Quarta-feira,25,10
53459,Bradenton,FL,Fireball,10/25/06,00:00,Quarta-feira,25,10
53460,Mercer Island,WA,Oval,10/24/06,22:35,Terça-feira,24,10
53461,Fort Dodge,IA,Triangle,10/24/06,22:00,Terça-feira,24,10
53462,Chattanooga,TN,Light,10/24/06,20:50,Terça-feira,24,10
53463,Sarasota,FL,Light,10/24/06,17:38,Terça-feira,24,10
53464,Shippensburg,PA,Circle,10/24/06,11:30,Terça-feira,24,10
53465,San Jose,CA,Circle,10/24/06,04:50,Terça-feira,24,10
53466,Ukiah,CA,Triangle,10/23/06,22:50,Segunda-feira,23,10
53467,St. Augustine,FL,Circle,10/23/06,22:25,Segunda-feira,23,10
53468,Anchorage,AK,Changing,10/23/06,21:03,Segunda-feira,23,10
53469,Anchorage,AK,Circle,10/23/06,21:00,Segunda-feira,23,10
53470,Hudson,FL,Triangle,10/23/06,16:00,Segunda-feira,23,10
53471,Atlanta,GA,Circle,10/23/06,14:45,Segunda-feira,23,10
53472,Dalton/Atlanta (between),GA,Other,10/23/06,14:30,Segunda-feira,23,10
53473,Cypress,TX,Cylinder,10/23/06,10:30,Segunda-feira,23,10
53474,Georgetown,TX,Oval,10/22/06,22:30,Domingo,22,10
53475,Montgomery,TX,Fireball,10/22/06,22:01,Domingo,22,10
53476,Paoli,WI,Sphere,10/22/06,16:00,Domingo,22,10
53477,Los Angeles,CA,Sphere,10/22/06,15:30,Domingo,22,10
53478,Spicewood,TX,Disk,10/22/06,13:00,Domingo,22,10
53479,Lodi,CA,Other,10/22/06,12:00,Domingo,22,10
53480,Cheshire,MA,Disk,10/22/06,01:50,Domingo,22,10
53481,Lynnwood,WA,Oval,10/22/06,00:55,Domingo,22,10
53482,Aloha,OR,Light,10/21/06,19:35,Sábado,21,10
53483,Salinas,CA,Circle,10/21/06,18:00,Sábado,21,10
53484,Hamilton,MT,Diamond,10/21/06,07:30,Sábado,21,10
53485,Seattle,WA,Triangle,10/21/06,07:10,Sábado,21,10
53486,Anahola,HI,Disk,10/21/06,03:00,Sábado,21,10
53487,North Kingstown,RI,Circle,10/21/06,00:00,Sábado,21,10
53488,Bluefield,WV,Circle,10/20/06,20:00,Sexta-feira,20,10
53489,East Patchogue,NY,Sphere,10/20/06,19:51,Sexta-feira,20,10
53490,Hanover,MD,Light,10/20/06,19:07,Sexta-feira,20,10
53491,Evanston,IL,Cigar,10/20/06,15:00,Sexta-feira,20,10
53492,East Patchogue,NY,Sphere,10/20/06,14:38,Sexta-feira,20,10
53493,Prospect,OR,Cigar,10/20/06,14:01,Sexta-feira,20,10
53494,North Georgia,GA,Sphere,10/20/06,13:00,Sexta-feira,20,10
53495,Birmingham,AL,Sphere,10/20/06,11:30,Sexta-feira,20,10
53496,Foster City,CA,Light,10/20/06,03:45,Sexta-feira,20,10
53497,Franklin Falls,NY,Other,10/20/06,00:30,Sexta-feira,20,10
53498,Boulder,CO,Triangle,10/19/06,18:50,Quinta-Feira,19,10
53499,Olive Branch,MS,Other,10/19/06,07:05,Quinta-Feira,19,10
53500,Harrisonville,GA,Other,10/19/06,06:10,Quinta-Feira,19,10
53501,Waterford,MI,Triangle,10/18/06,23:00,Quarta-feira,18,10
53502,Carbondale,IL,Triangle,10/18/06,22:00,Quarta-feira,18,10
53503,Simi Valley,CA,Light,10/18/06,21:48,Quarta-feira,18,10
53504,Peoria,AZ,Light,10/18/06,21:00,Quarta-feira,18,10
53505,Memphis,TN,Light,10/18/06,19:30,Quarta-feira,18,10
53506,Mission Viejo,CA,Other,10/18/06,18:00,Quarta-feira,18,10
53507,Wilmington,NC,Cigar,10/18/06,17:00,Quarta-feira,18,10
53508,Albuquerque,NM,Other,10/18/06,00:40,Quarta-feira,18,10
53509,San Francisco,CA,Other,10/17/06,22:12,Terça-feira,17,10
53510,Choctaw Beach,FL,Fireball,10/17/06,22:10,Terça-feira,17,10
53511,Talent,OR,Light,10/17/06,22:02,Terça-feira,17,10
53512,San Jose,CA,Light,10/17/06,21:30,Terça-feira,17,10
53513,Corinth,MS,Sphere,10/17/06,20:30,Terça-feira,17,10
53514,Phoenix,AZ,Light,10/17/06,19:15,Terça-feira,17,10
53515,Nantucket,MA,Circle,10/16/06,23:15,Segunda-feira,16,10
53516,Silver City,NM,Flash,10/16/06,21:05,Segunda-feira,16,10
53517,Groveland,FL,Oval,10/16/06,21:05,Segunda-feira,16,10
53518,Plainview,TX,Other,10/16/06,19:00,Segunda-feira,16,10
53519,Puyallup,WA,Light,10/16/06,18:40,Segunda-feira,16,10
